date,lead_time,predicted_level_ft,global_pf,zone_id,zone_name,zone_pf,zone_vulnerability,impact_level,allocation_mode,units_allocated
2019-01-12,1d,20.38989971528639,0.05,ZC,Central / Special ZIPs,0.0429,0.475,NORMAL,CRISP,3
2019-01-13,1d,20.35009718633964,0.05,Z1N,North Riverfront Floodplain,0.05,0.828,NORMAL,CRISP,4
2019-01-13,1d,20.35009718633964,0.05,Z1S,South Riverfront Floodplain,0.0492,0.8325,NORMAL,CRISP,4
2019-01-13,1d,20.35009718633964,0.05,Z2,Central Business & Medical Core,0.0441,0.7975,NORMAL,CRISP,3
2019-01-13,1d,20.35009718633964,0.05,Z3,Inland South Residential Plateau,0.0352,0.48,NORMAL,CRISP,3
2019-01-13,1d,20.35009718633964,0.05,Z4,Inland North Residential Plateau,0.0365,0.53,NORMAL,CRISP,3
2019-01-13,1d,20.35009718633964,0.05,ZC,Central / Special ZIPs,0.0429,0.475,NORMAL,CRISP,3
2019-01-14,1d,19.62886695863698,0.05,Z1N,North Riverfront Floodplain,0.05,0.828,NORMAL,CRISP,4
2019-01-14,1d,19.62886695863698,0.05,Z1S,South Riverfront Floodplain,0.0492,0.8325,NORMAL,CRISP,4
2019-01-14,1d,19.62886695863698,0.05,Z2,Central Business & Medical Core,0.0441,0.7975,NORMAL,CRISP,3
2019-01-14,1d,19.62886695863698,0.05,Z3,Inland South Residential Plateau,0.0352,0.48,NORMAL,CRISP,3
2019-01-14,1d,19.62886695863698,0.05,Z4,Inland North Residential Plateau,0.0365,0.53,NORMAL,CRISP,3
2019-01-14,1d,19.62886695863698,0.05,ZC,Central / Special ZIPs,0.0429,0.475,NORMAL,CRISP,3
2019-01-15,1d,18.322356736844338,0.05,Z1N,North Riverfront Floodplain,0.05,0.828,NORMAL,CRISP,4
2019-01-15,1d,18.322356736844338,0.05,Z1S,South Riverfront Floodplain,0.0492,0.8325,NORMAL,CRISP,4
2019-01-15,1d,18.322356736844338,0.05,Z2,Central Business & Medical Core,0.0441,0.7975,NORMAL,CRISP,3
2019-01-15,1d,18.322356736844338,0.05,Z3,Inland South Residential Plateau,0.0352,0.48,NORMAL,CRISP,3
2019-01-15,1d,18.322356736844338,0.05,Z4,Inland North Residential Plateau,0.0365,0.53,NORMAL,CRISP,3
2019-01-15,1d,18.322356736844338,0.05,ZC,Central / Special ZIPs,0.0429,0.475,NORMAL,CRISP,3
2019-01-16,1d,16.170774459838867,0.05,Z1N,North Riverfront Floodplain,0.05,0.828,NORMAL,CRISP,4
2019-01-16,1d,16.170774459838867,0.05,Z1S,South Riverfront Floodplain,0.0492,0.8325,NORMAL,CRISP,4
2019-01-16,1d,16.170774459838867,0.05,Z2,Central Business & Medical Core,0.0441,0.7975,NORMAL,CRISP,3
2019-01-16,1d,16.170774459838867,0.05,Z3,Inland South Residential Plateau,0.0352,0.48,NORMAL,CRISP,3
2019-01-16,1d,16.170774459838867,0.05,Z4,Inland North Residential Plateau,0.0365,0.53,NORMAL,CRISP,3
2019-01-16,1d,16.170774459838867,0.05,ZC,Central / Special ZIPs,0.0429,0.475,NORMAL,CRISP,3
2019-01-17,1d,17.39021606945947,0.05,Z1N,North Riverfront Floodplain,0.05,0.828,NORMAL,CRISP,4
2019-01-17,1d,17.39021606945947,0.05,Z1S,South Riverfront Floodplain,0.0492,0.8325,NORMAL,CRISP,4
2019-01-17,1d,17.39021606945947,0.05,Z2,Central Business & Medical Core,0.0441,0.7975,NORMAL,CRISP,3
2019-01-17,1d,17.39021606945947,0.05,Z3,Inland South Residential Plateau,0.0352,0.48,NORMAL,CRISP,3
2019-01-17,1d,17.39021606945947,0.05,Z4,Inland North Residential Plateau,0.0365,0.53,NORMAL,CRISP,3
2019-01-17,1d,17.39021606945947,0.05,ZC,Central / Special ZIPs,0.0429,0.475,NORMAL,CRISP,3
2019-01-18,1d,17.526630129769902,0.05,Z1N,North Riverfront Floodplain,0.05,0.828,NORMAL,CRISP,4
2019-01-18,1d,17.526630129769902,0.05,Z1S,South Riverfront Floodplain,0.0492,0.8325,NORMAL,CRISP,4
2019-01-18,1d,17.526630129769902,0.05,Z2,Central Business & Medical Core,0.0441,0.7975,NORMAL,CRISP,3
2019-01-18,1d,17.526630129769902,0.05,Z3,Inland South Residential Plateau,0.0352,0.48,NORMAL,CRISP,3
2019-01-18,1d,17.526630129769902,0.05,Z4,Inland North Residential Plateau,0.0365,0.53,NORMAL,CRISP,3
2019-01-18,1d,17.526630129769902,0.05,ZC,Central / Special ZIPs,0.0429,0.475,NORMAL,CRISP,3
2019-01-19,1d,18.07592521646484,0.05,Z1N,North Riverfront Floodplain,0.05,0.828,NORMAL,CRISP,4
2019-01-19,1d,18.07592521646484,0.05,Z1S,South Riverfront Floodplain,0.0492,0.8325,NORMAL,CRISP,4
2019-01-19,1d,18.07592521646484,0.05,Z2,Central Business & Medical Core,0.0441,0.7975,NORMAL,CRISP,3
2019-01-19,1d,18.07592521646484,0.05,Z3,Inland South Residential Plateau,0.0352,0.48,NORMAL,CRISP,3
2019-01-19,1d,18.07592521646484,0.05,Z4,Inland North Residential Plateau,0.0365,0.53,NORMAL,CRISP,3
2019-01-19,1d,18.07592521646484,0.05,ZC,Central / Special ZIPs,0.0429,0.475,NORMAL,CRISP,3
2019-01-20,1d,20.096525040123357,0.05,Z1N,North Riverfront Floodplain,0.05,0.828,NORMAL,CRISP,4
2019-01-20,1d,20.096525040123357,0.05,Z1S,South Riverfront Floodplain,0.0492,0.8325,NORMAL,CRISP,4
2019-01-20,1d,20.096525040123357,0.05,Z2,Central Business & Medical Core,0.0441,0.7975,NORMAL,CRISP,3
2019-01-20,1d,20.096525040123357,0.05,Z3,Inland South Residential Plateau,0.0352,0.48,NORMAL,CRISP,3
2019-01-20,1d,20.096525040123357,0.05,Z4,Inland North Residential Plateau,0.0365,0.53,NORMAL,CRISP,3
2019-01-20,1d,20.096525040123357,0.05,ZC,Central / Special ZIPs,0.0429,0.475,NORMAL,CRISP,3
2019-01-21,1d,19.232986450195312,0.05,Z1N,North Riverfront Floodplain,0.05,0.828,NORMAL,CRISP,4
2019-01-21,1d,19.232986450195312,0.05,Z1S,South Riverfront Floodplain,0.0492,0.8325,NORMAL,CRISP,4
2019-01-21,1d,19.232986450195312,0.05,Z2,Central Business & Medical Core,0.0441,0.7975,NORMAL,CRISP,3
2019-01-21,1d,19.232986450195312,0.05,Z3,Inland South Residential Plateau,0.0352,0.48,NORMAL,CRISP,3
2019-01-21,1d,19.232986450195312,0.05,Z4,Inland North Residential Plateau,0.0365,0.53,NORMAL,CRISP,3
2019-01-21,1d,19.232986450195312,0.05,ZC,Central / Special ZIPs,0.0429,0.475,NORMAL,CRISP,3
2019-01-22,1d,19.17267855371808,0.05,Z1N,North Riverfront Floodplain,0.05,0.828,NORMAL,CRISP,4
2019-01-22,1d,19.17267855371808,0.05,Z1S,South Riverfront Floodplain,0.0492,0.8325,NORMAL,CRISP,4
2019-01-22,1d,19.17267855371808,0.05,Z2,Central Business & Medical Core,0.0441,0.7975,NORMAL,CRISP,3
2019-01-22,1d,19.17267855371808,0.05,Z3,Inland South Residential Plateau,0.0352,0.48,NORMAL,CRISP,3
2019-01-22,1d,19.17267855371808,0.05,Z4,Inland North Residential Plateau,0.0365,0.53,NORMAL,CRISP,3
2019-01-22,1d,19.17267855371808,0.05,ZC,Central / Special ZIPs,0.0429,0.475,NORMAL,CRISP,3
2019-01-23,1d,18.00057029724121,0.05,Z1N,North Riverfront Floodplain,0.05,0.828,NORMAL,CRISP,4
2019-01-23,1d,18.00057029724121,0.05,Z1S,South Riverfront Floodplain,0.0492,0.8325,NORMAL,CRISP,4
2019-01-23,1d,18.00057029724121,0.05,Z2,Central Business & Medical Core,0.0441,0.7975,NORMAL,CRISP,3
2019-01-23,1d,18.00057029724121,0.05,Z3,Inland South Residential Plateau,0.0352,0.48,NORMAL,CRISP,3
2019-01-23,1d,18.00057029724121,0.05,Z4,Inland North Residential Plateau,0.0365,0.53,NORMAL,CRISP,3
2019-01-23,1d,18.00057029724121,0.05,ZC,Central / Special ZIPs,0.0429,0.475,NORMAL,CRISP,3
2019-01-24,1d,17.05907509759225,0.05,Z1N,North Riverfront Floodplain,0.05,0.828,NORMAL,CRISP,4
2019-01-24,1d,17.05907509759225,0.05,Z1S,South Riverfront Floodplain,0.0492,0.8325,NORMAL,CRISP,4
2019-01-24,1d,17.05907509759225,0.05,Z2,Central Business & Medical Core,0.0441,0.7975,NORMAL,CRISP,3
2019-01-24,1d,17.05907509759225,0.05,Z3,Inland South Residential Plateau,0.0352,0.48,NORMAL,CRISP,3
2019-01-24,1d,17.05907509759225,0.05,Z4,Inland North Residential Plateau,0.0365,0.53,NORMAL,CRISP,3
2019-01-24,1d,17.05907509759225,0.05,ZC,Central / Special ZIPs,0.0429,0.475,NORMAL,CRISP,3
2019-01-25,1d,17.907727672629925,0.05,Z1N,North Riverfront Floodplain,0.05,0.828,NORMAL,CRISP,4
2019-01-25,1d,17.907727672629925,0.05,Z1S,South Riverfront Floodplain,0.0492,0.8325,NORMAL,CRISP,4
2019-01-25,1d,17.907727672629925,0.05,Z2,Central Business & Medical Core,0.0441,0.7975,NORMAL,CRISP,3
2019-01-25,1d,17.907727672629925,0.05,Z3,Inland South Residential Plateau,0.0352,0.48,NORMAL,CRISP,3
2019-01-25,1d,17.907727672629925,0.05,Z4,Inland North Residential Plateau,0.0365,0.53,NORMAL,CRISP,3
2019-01-25,1d,17.907727672629925,0.05,ZC,Central / Special ZIPs,0.0429,0.475,NORMAL,CRISP,3
2019-01-26,1d,17.018842697143555,0.05,Z1N,North Riverfront Floodplain,0.05,0.828,NORMAL,CRISP,4
2019-01-26,1d,17.018842697143555,0.05,Z1S,South Riverfront Floodplain,0.0492,0.8325,NORMAL,CRISP,4
2019-01-26,1d,17.018842697143555,0.05,Z2,Central Business & Medical Core,0.0441,0.7975,NORMAL,CRISP,3
2019-01-26,1d,17.018842697143555,0.05,Z3,Inland South Residential Plateau,0.0352,0.48,NORMAL,CRISP,3
2019-01-26,1d,17.018842697143555,0.05,Z4,Inland North Residential Plateau,0.0365,0.53,NORMAL,CRISP,3
2019-01-26,1d,17.018842697143555,0.05,ZC,Central / Special ZIPs,0.0429,0.475,NORMAL,CRISP,3
2019-01-27,1d,13.979563250142984,0.05,Z1N,North Riverfront Floodplain,0.05,0.828,NORMAL,CRISP,4
2019-01-27,1d,13.979563250142984,0.05,Z1S,South Riverfront Floodplain,0.0492,0.8325,NORMAL,CRISP,4
2019-01-27,1d,13.979563250142984,0.05,Z2,Central Business & Medical Core,0.0441,0.7975,NORMAL,CRISP,3
2019-01-27,1d,13.979563250142984,0.05,Z3,Inland South Residential Plateau,0.0352,0.48,NORMAL,CRISP,3
2019-01-27,1d,13.979563250142984,0.05,Z4,Inland North Residential Plateau,0.0365,0.53,NORMAL,CRISP,3
2019-01-27,1d,13.979563250142984,0.05,ZC,Central / Special ZIPs,0.0429,0.475,NORMAL,CRISP,3
2019-01-28,1d,13.239337921142578,0.05,Z1N,North Riverfront Floodplain,0.05,0.828,NORMAL,CRISP,4
2019-01-28,1d,13.239337921142578,0.05,Z1S,South Riverfront Floodplain,0.0492,0.8325,NORMAL,CRISP,4
2019-01-28,1d,13.239337921142578,0.05,Z2,Central Business & Medical Core,0.0441,0.7975,NORMAL,CRISP,3
2019-01-28,1d,13.239337921142578,0.05,Z3,Inland South Residential Plateau,0.0352,0.48,NORMAL,CRISP,3
2019-01-28,1d,13.239337921142578,0.05,Z4,Inland North Residential Plateau,0.0365,0.53,NORMAL,CRISP,3
2019-01-28,1d,13.239337921142578,0.05,ZC,Central / Special ZIPs,0.0429,0.475,NORMAL,CRISP,3
2019-01-29,1d,13.552308082580566,0.05,Z1N,North Riverfront Floodplain,0.05,0.828,NORMAL,CRISP,4
2019-01-29,1d,13.552308082580566,0.05,Z1S,South Riverfront Floodplain,0.0492,0.8325,NORMAL,CRISP,4
2019-01-29,1d,13.552308082580566,0.05,Z2,Central Business & Medical Core,0.0441,0.7975,NORMAL,CRISP,3
2019-01-29,1d,13.552308082580566,0.05,Z3,Inland South Residential Plateau,0.0352,0.48,NORMAL,CRISP,3
2019-01-29,1d,13.552308082580566,0.05,Z4,Inland North Residential Plateau,0.0365,0.53,NORMAL,CRISP,3
2019-01-29,1d,13.552308082580566,0.05,ZC,Central / Special ZIPs,0.0429,0.475,NORMAL,CRISP,3
2019-01-30,1d,14.45830535888672,0.05,Z1N,North Riverfront Floodplain,0.05,0.828,NORMAL,CRISP,4
2019-01-30,1d,14.45830535888672,0.05,Z1S,South Riverfront Floodplain,0.0492,0.8325,NORMAL,CRISP,4
2019-01-30,1d,14.45830535888672,0.05,Z2,Central Business & Medical Core,0.0441,0.7975,NORMAL,CRISP,3
2019-01-30,1d,14.45830535888672,0.05,Z3,Inland South Residential Plateau,0.0352,0.48,NORMAL,CRISP,3
2019-01-30,1d,14.45830535888672,0.05,Z4,Inland North Residential Plateau,0.0365,0.53,NORMAL,CRISP,3
2019-01-30,1d,14.45830535888672,0.05,ZC,Central / Special ZIPs,0.0429,0.475,NORMAL,CRISP,3
2019-01-31,1d,13.956769943237305,0.05,Z1N,North Riverfront Floodplain,0.05,0.828,NORMAL,CRISP,4
2019-01-31,1d,13.956769943237305,0.05,Z1S,South Riverfront Floodplain,0.0492,0.8325,NORMAL,CRISP,4
2019-01-31,1d,13.956769943237305,0.05,Z2,Central Business & Medical Core,0.0441,0.7975,NORMAL,CRISP,3
2019-01-31,1d,13.956769943237305,0.05,Z3,Inland South Residential Plateau,0.0352,0.48,NORMAL,CRISP,3
2019-01-31,1d,13.956769943237305,0.05,Z4,Inland North Residential Plateau,0.0365,0.53,NORMAL,CRISP,3
2019-01-31,1d,13.956769943237305,0.05,ZC,Central / Special ZIPs,0.0429,0.475,NORMAL,CRISP,3
2019-02-01,1d,14.982308387756348,0.05,Z1N,North Riverfront Floodplain,0.05,0.828,NORMAL,CRISP,4
2019-02-01,1d,14.982308387756348,0.05,Z1S,South Riverfront Floodplain,0.0492,0.8325,NORMAL,CRISP,4
2019-02-01,1d,14.982308387756348,0.05,Z2,Central Business & Medical Core,0.0441,0.7975,NORMAL,CRISP,3
2019-02-01,1d,14.982308387756348,0.05,Z3,Inland South Residential Plateau,0.0352,0.48,NORMAL,CRISP,3
2019-02-01,1d,14.982308387756348,0.05,Z4,Inland North Residential Plateau,0.0365,0.53,NORMAL,CRISP,3
2019-02-01,1d,14.982308387756348,0.05,ZC,Central / Special ZIPs,0.0429,0.475,NORMAL,CRISP,3
2019-02-02,1d,14.5979642868042,0.05,Z1N,North Riverfront Floodplain,0.05,0.828,NORMAL,CRISP,4
2019-02-02,1d,14.5979642868042,0.05,Z1S,South Riverfront Floodplain,0.0492,0.8325,NORMAL,CRISP,4
2019-02-02,1d,14.5979642868042,0.05,Z2,Central Business & Medical Core,0.0441,0.7975,NORMAL,CRISP,3
2019-02-02,1d,14.5979642868042,0.05,Z3,Inland South Residential Plateau,0.0352,0.48,NORMAL,CRISP,3
2019-02-02,1d,14.5979642868042,0.05,Z4,Inland North Residential Plateau,0.0365,0.53,NORMAL,CRISP,3
2019-02-02,1d,14.5979642868042,0.05,ZC,Central / Special ZIPs,0.0429,0.475,NORMAL,CRISP,3
2019-02-03,1d,14.726378440856934,0.05,Z1N,North Riverfront Floodplain,0.05,0.828,NORMAL,CRISP,4
2019-02-03,1d,14.726378440856934,0.05,Z1S,South Riverfront Floodplain,0.0492,0.8325,NORMAL,CRISP,4
2019-02-03,1d,14.726378440856934,0.05,Z2,Central Business & Medical Core,0.0441,0.7975,NORMAL,CRISP,3
2019-02-03,1d,14.726378440856934,0.05,Z3,Inland South Residential Plateau,0.0352,0.48,NORMAL,CRISP,3
2019-02-03,1d,14.726378440856934,0.05,Z4,Inland North Residential Plateau,0.0365,0.53,NORMAL,CRISP,3
2019-02-03,1d,14.726378440856934,0.05,ZC,Central / Special ZIPs,0.0429,0.475,NORMAL,CRISP,3
2019-02-04,1d,13.463661193847656,0.05,Z1N,North Riverfront Floodplain,0.05,0.828,NORMAL,CRISP,4
2019-02-04,1d,13.463661193847656,0.05,Z1S,South Riverfront Floodplain,0.0492,0.8325,NORMAL,CRISP,4
2019-02-04,1d,13.463661193847656,0.05,Z2,Central Business & Medical Core,0.0441,0.7975,NORMAL,CRISP,3
2019-02-04,1d,13.463661193847656,0.05,Z3,Inland South Residential Plateau,0.0352,0.48,NORMAL,CRISP,3
2019-02-04,1d,13.463661193847656,0.05,Z4,Inland North Residential Plateau,0.0365,0.53,NORMAL,CRISP,3
2019-02-04,1d,13.463661193847656,0.05,ZC,Central / Special ZIPs,0.0429,0.475,NORMAL,CRISP,3
2019-02-05,1d,16.1413631439209,0.05,Z1N,North Riverfront Floodplain,0.05,0.828,NORMAL,CRISP,4
2019-02-05,1d,16.1413631439209,0.05,Z1S,South Riverfront Floodplain,0.0492,0.8325,NORMAL,CRISP,4
2019-02-05,1d,16.1413631439209,0.05,Z2,Central Business & Medical Core,0.0441,0.7975,NORMAL,CRISP,3
2019-02-05,1d,16.1413631439209,0.05,Z3,Inland South Residential Plateau,0.0352,0.48,NORMAL,CRISP,3
2019-02-05,1d,16.1413631439209,0.05,Z4,Inland North Residential Plateau,0.0365,0.53,NORMAL,CRISP,3
2019-02-05,1d,16.1413631439209,0.05,ZC,Central / Special ZIPs,0.0429,0.475,NORMAL,CRISP,3
2019-02-06,1d,20.47428236144418,0.05,Z1N,North Riverfront Floodplain,0.05,0.828,NORMAL,CRISP,4
2019-02-06,1d,20.47428236144418,0.05,Z1S,South Riverfront Floodplain,0.0492,0.8325,NORMAL,CRISP,4
2019-02-06,1d,20.47428236144418,0.05,Z2,Central Business & Medical Core,0.0441,0.7975,NORMAL,CRISP,3
2019-02-06,1d,20.47428236144418,0.05,Z3,Inland South Residential Plateau,0.0352,0.48,NORMAL,CRISP,3
2019-02-06,1d,20.47428236144418,0.05,Z4,Inland North Residential Plateau,0.0365,0.53,NORMAL,CRISP,3
2019-02-06,1d,20.47428236144418,0.05,ZC,Central / Special ZIPs,0.0429,0.475,NORMAL,CRISP,3
2019-02-07,1d,22.635955810546875,0.05,Z1N,North Riverfront Floodplain,0.05,0.828,NORMAL,CRISP,4
2019-02-07,1d,22.635955810546875,0.05,Z1S,South Riverfront Floodplain,0.0492,0.8325,NORMAL,CRISP,4
2019-02-07,1d,22.635955810546875,0.05,Z2,Central Business & Medical Core,0.0441,0.7975,NORMAL,CRISP,3
2019-02-07,1d,22.635955810546875,0.05,Z3,Inland South Residential Plateau,0.0352,0.48,NORMAL,CRISP,3
2019-02-07,1d,22.635955810546875,0.05,Z4,Inland North Residential Plateau,0.0365,0.53,NORMAL,CRISP,3
2019-02-07,1d,22.635955810546875,0.05,ZC,Central / Special ZIPs,0.0429,0.475,NORMAL,CRISP,3
2019-02-08,1d,25.773180214695,0.05,Z1N,North Riverfront Floodplain,0.05,0.828,NORMAL,CRISP,4
2019-02-08,1d,25.773180214695,0.05,Z1S,South Riverfront Floodplain,0.0492,0.8325,NORMAL,CRISP,4
